order_id,products
2569722,5699 9290 11512 15290 17579 20082 21137 21616 22825 25949 27639 27966 28879 30720 34217 36189 37524 37646 38772 40556 43961 44910 46979
1354978,24852
86061,365 1463 13176 22035 25466 25598 28378 30233 43875 44830 47209 47888
3050743,5077 5456 5785 5876 19057 21125 24489 24830 24964 30450 30567 31717 34126 35547 39519 39928 43122 46802 47029 47209 47388
613158,6104 21903 22035 23434 24852 27845 35503 39928
1571348,7955 13176 18020 20345 20723 26293 26873
2649030,11422 41588
3266442,40174
690863,5646 8518 9839 10644 10749 12341 18689 19049 21841 26369 28058 28764 41757
3198569,5449 5479 9689 13031 15950 16902 19821 21288 21616 22007 24184 24852 26604 35951 38456 39275 39619 41950 43122 47042 49273 49478
2193330,21137 24852
1566124,8803 12341 16283 17207 30827 33147 33768 38768
1885166,26209 30233
2472573,5422 8873 13866 19734 24852 32085 37436 40028 42535 43631
1176196,9644 31222 42447
3023587,13944
3221091,24242 36490 38944 39276
2923428,2450 8518 18531 21903 22035 29987 42701
1368366,5479 18926 22124 27845
2129453,18184 29180 32757 38694
1607628,7901 9804 16170 23333 23909 32553 35199 47366
1905311,8174 8277 13176 19660 32139 33647 33845 39275 47209 47761
2428554,5652 8174 21903 35221
2059221,43026
245438,1103 16797 21137 22935 27662 30494
2965852,5491 11707 14652 17622 19677 21137 24241 27531 28928 31504 32743 37158 38750 39097 42411 45437 47766
2091949,310 4462 8574 29156 43961 45066 46906 47626 47719
363621,12341 48733
1106556,1783 3481 4574 10017 10644 16797 18370 18441 21616 21903 22993 27104 28553 28985 30831 31717 33043 33401 35951 39561 39877 42265 43122 43295 46069 49517
527622,35951 46616
1708857,2073 5013 5918 14114 19006 21709 34094 40310 42577 44632 45447 47141
248420,2078 2855 11520 13176 27845 33000
2569408,5077 5818 14421 19348 21278 24184 29307 36180
1800513,1369 8475 8848 14536 24852 26209 28204 28842 38996 47626
1155353,8615
3083005,340 2361 17668 23806 24744 31042 44632
1999784,1090 2966 7781 13176 17316 18523 20906 24561 25232 33000 42495 45013 46584
2616933,22717 24852 25544 28842 35042 39275 44142 44632
1261545,13176 24838
509888,2078 4799 5450 10761 11182 16797 24184 24852 26604 27845 34126 35163 38622 41220 41290 41787 42244 43122 44359 45066 45537 47209
3027542,13712 28204
1323879,4138 4372 11310 11520 13176 22935 35939 39128 45007
2002299,47626
1998719,196 10310 17207 32455 37710 38928 45051
203054,4377 5884 6286 9623 27020 27086 28204 35173 42888 43739 48015
2296234,5769 12980 17794 20114 22888 24964 26209 31915 32734 37646 38383 47626 47766
2242330,3957 23909 47209
2806945,7963 8103 14074
290990,10473 23322 24852 41406 44632 49520
1040597,3896 11777 13176 14467 15613 21137 22935 27966 31720 32622 39928 40571 45741 46516
1563827,8834 9839 21137 22298 24852 27845 33731 47766
2111448,24852
154287,11973 12894 19863 25830 45692 48035
1863737,8710 9203 15842 24852 37141 48205 49683
140015,11136 20460 26131 27845 39275 41500 43768
1195531,37940
1504013,25890
2479916,1511 3957 6187 7508 7781 8021 10753 13176 20082 21137 21288 21405 21903 22825 26604 27104 27344 27966 31623 33845 37646 39558 39561 39984 40174 41376 47734 48277
410400,1695 6341 9808 21903 24852 24964 27104 33198 33232 37646 38383 42585 43192
2506189,5450 14947 16185 16797 18641 19125 21267 21709 24852 27845 36127 41950
226510,11540 21100 28516 30397 34829 40681 41400 43423 44172 47097 48812
1424026,581 21174 22024 27104 30672 30776 35561 35946
2760823,1498 8744 9076 11212 18019 19080 24413 24852 27845 32047 36393 36719 38714 39491
3026649,45 2073 3529 3562 5077 7483 10673 13203 18523 18596 19209 21709 24852 26209 27510 27548 28476 29487 30183 34862 35921 37654 37766 39297 40332 42356 47626
462500,24852 44334 44642
2769638,24852 26634 33198
3343362,9689 13176 13751 25718 28985 36586 36724 38456 47766 49111 49386
2528160,1463 14947 19057 21137 22935 24852 25588 27104 28985 30233 37646 39475
2015357,21709 24852 35738 38164 43295 45066
3139040,10232 25869 40287
192637,13176 16234 24852 26348 27966
1324337,8571 16283 28413 46931
3368924,5876 9839 18465 19875 24024 39721 45535
2517402,4421 4942 5250 24852 25340
2343888,9405 12395 21616
3387754,20888 21137 21903 24852 29387 48679
3078410,1217 1700 4034 4565 4920 15290 17122 24273 24973 26384 32465 39061 39464 41661 43409 44536 45688 46842 49517
1841379,432 6300 18501 24852
427481,4306 5067 8898 9366 9741 15895 18926 19863 22124 22242 28647 30949 33894 34027 35978 36772 41453 42360 44479
2984791,10180 24852 27730 47209
1071770,13176 19057 21137 30391 44275
1564458,1890 2825 3957 8277 19057 21137 21903 27521 35935 47626
1863926,14870 49235
3186805,9839 11512 16759 21137 32655 36724 44359 45007 47626 47766 48679
383828,3957
1878472,9515 24852 32433 34217 35535 38689 39180 45061
2253163,5785 36085 37739 41844
3049735,4920 5240 6361 9839 10895 13740 14814 18272 18523 19057 19240 27156 28985 31683 31883 33731 34358 34969 36178 36724 38622 41375 41665 41844 42265 45948 46906 47209 47626 49075
1972439,13176 16403 24891 30391 33898 40312 40541 49302
227703,20448 32455
3121636,1017 1069 4795 19948 23909 24852 37940 39108 39751 43209
684210,1158 12206 13176 13870 20842 28985 30442 30489 35213 38383 43352 48857
624047,7862 12013 13176 21386 35886
2865663,24852 27744 46979
2563198,20119 35221 44632 49235 49520
1508545,16797
308623,12341 13176 21903 27845 31985 39001
2062938,6873 14462 36929
3350908,6184 13575 13914 22362 35267 36472 41400 46061
3158754,14218 42585 47209
2455082,24852 25890 39099
938993,277 9175 10957 13718 16615 17600 19348 24561 32566 43556
2830440,7598 9839 45066
532310,26348
1366016,6015 26217 27090 27521
1156778,3873 14999 21333 27845 32566 38672 48805 48871
178138,5077 9076 13292 24489 36011 39408 43713
1805251,7131 8518 13176 18926 22367 25890 27531 33787 39928 40706 46979 47087 48299 49683
3076717,12576 20119 22556 26620 28342 30353 39947 41682 44632 45747
476122,5785 24852 27086 28199 36011 37646 49235
1400194,7389 7533 10061 10673 10957 12519 17640 18523 23955 24852 27086 29035 34358 38241 38444 42181 42518 47626
691037,3562 12909 15221 16422 20955 38200 41290
528098,21137 21543 22825 24830 25340 30391 33198 41149 42244 42585 45007 47626 48745 48775
1688930,8920 12916 18610 20955 21131 24339 24852 34756 41406 41602
2210576,6448 11352 17316 26634 27179
1447805,4472 5451 11707 20995 24852 25890 43713 45007
137955,5684 13176 19678 20314 21903 23650 30489 37766 42701 47209
1116401,4210 4605 5212 22124 24852 30489 39475 44953 45066 47766
741085,5785 5876 30391 36606
1641130,5876 5922 8021 18288 26209 31717 40941 47766
2402190,7533 14399 15410 17352 18531 30448 33198 33636 38241 46567
2467236,432 1244 5337 10603 10749 13629 20995 21137 21903 24852 27521 27845 28597 34969 39928 45066 49683
1611570,23288 34789
2633107,4085 26386 36838
732392,5785 16759 24964 27086 27104 30489 37067 47626
1851173,13230 21616 24852 26209 28204 32864
2642674,17616 21709 28449 42450
867768,13911 14385 23909 27086 27857
2087708,5373 6347 8654 15872 18027 19360 21903 22825 24852 27156 28985 30489 35939 37646 38383 42585 42768 49683
619447,13176 21903 24852
852041,4374 5818 7925 15130 16874 20076 29950 36598 36624 40310 47141 47766
855059,13176 21137 30489
215947,24852 26604 40174
1697416,13176 35898
251768,4920 6184 8048 21903 22507
959026,11073 22542 31102
678183,26620 34956 44632 45066 47114 49191
2468580,43154
578125,9580 17316 42934 43641
2498001,5564 23178 38689 38777
1243649,12341 24852
2695106,2124 4445 5077 5994 7600 8204 10049 11750 12508 13380 17316 19019 19173 21137 22963 24097 26251 26604 27966 29660 35613 35860 39275 39900 40706 41065 42972 44787 46755 47144 48527 48705
697294,3765 8424 15902 21137 21903 25890 35782 47209
298807,196 4879 4920 5077 5782 6073 7567 8424 9762 10613 10734 10867 19209 20197 23341 23560 24852 25952 29392 32912 39832 40285 43565 43715 46041 46676
2464826,18610 28842 29487 31102 32566 35406 44142
509395,22028 25890 30162 48142
1446331,16797 27790 38775 39275
1178314,11481 25502 27299 28248 28601 30571 33216 36011 39276 39682 41186
3190000,432 19415 21463 24852
1851276,8518 13176 43908
1620650,16283 16797 31422 38200 39863
2878854,6651 13176 13447 13721 16759 21405 27966 36695 46770
1499330,3721 7346 41042 49327
103488,33401 40486
517677,7521 11937 21051 24852
1872816,13176 22035 24964 25890 37646 38689 43122 47167 47209
1572987,39386
1295100,2536 29345
2295274,7315 13646 21903 24852 27966 34197 36406 39877 44359
581670,2425 5750 9124 16893 20738 23341 28199 30584 37766 44359 47766
1068857,10163 13176 17429 21019 24221 24852 34969 39877 40396 42265 44949 46906
624353,8518 19008 19049 42768
2360259,18288 20009 39194 45437
1467193,40939
717989,10919 21553 24852 44799
2950194,8048 12341 45232
1880137,2966 6287 9934 18362 21903 22035 24830 24852 28204 32734 35824 38273 39180 40604 41290 44491 44632 45374 47209 47626 49683
1640024,12392 16987 24670 27086 36929
1635956,11009 15269 25830 34050 47366
1204631,3664 8764 9383 13176 17160 19578 27845 28851 30169 43504
781635,5876 13176 25890
3047054,1463 5390 5450 7260 17706 17915 18362 20899 21903 22035 22170 24852 30233 30391 30850 31404 34126 34668 41787 46720 49131
157785,1940 24852 25495 27966 32331 41844 47766 47962
2717380,9387 13176 15613 24838 39408 48559
1283479,4097 21616 21903 23288 24852 27845 38383 44632
1704975,6184 10326 20738 41400
3338709,9387 9434 28413 30827 38928
2581751,2855 8571 9839 13176 13575 16797 21292 37687 43352
2220813,8859 17907 30776
2950457,14381
2757133,35221 38689
340618,7035 26165
1542039,5258 8843 30214
222802,6184 17207 38928 41400 46562
2119304,12258 23909 24852 28465 42828
333605,228 4920 14992 17545 19348 47626 47766
2061706,1103 5262 11520 22935 44632 47209
1032562,21137 24852 34262
1001059,18465 35951
2424580,9036 9886 15290 15872 20574 21070 21137 24852 30489 34969 39877 47626 47766 49683
774453,4006 35762 43903
2957104,21137 24852
197362,8309 13249 19348 21903 24964 26209 28465 37067 46667 47626
2742035,18419
28707,10814 24838 24964 32864 47209
1701683,1241
1091420,9268 12184 21616 32204
2593912,17982 21137 27966 39275 41453
1507155,5785 9825 19448 24852 26856 35221 41165 49191
1711341,11112 13198 14633 20995 24964 37220 38689 44910
3367794,5086 10315 24269
885779,24964 26209
1951462,23102 24830 27104 33120 46676
2775905,8859 39275 46676
2477530,13889 19348 20009 30635
1227585,4605 6046 8424 15424 15772 40332
116118,8859 13176 19660 36216
2684588,4920 9076 10673 23955 24253 24799 26604 40354 43352 47145
1220651,5550 8193 9162 13176 13249 14858 15011 17794 18465 21137 21903 22474 24009 25659 26209 26324 27104 27845 31001 34358 37646 38689 45007 47766 49111
1364031,3957 21137 33000 33754 44632 45066 47209
2406298,27845 35628 41665
563429,5031 5684 6046 7806 8277 8467 12955 13176 14462 14702 18362 22935 30489 32655 37646 39180 45866 46616 47209 48628
2970557,3847 14104 23296 27344 31528 42342 44156
3309313,11250 31801 33198 35815 41458 47766 48679 49416
975875,3896 8277 12456 13176 17027
578572,907 12899 32403 32689
1714351,4724 34343 38768
2827295,4799 6104 8025 8174 9020 9808 12980 14992 16185 19906 21616 21903 21938 22035 22935 23192 26209 27104 27845 32717 33407 34358 35108 35163 41757 47766
2438244,5612 26209 28226
676030,14947 20119 21709 44632
229506,22545
28369,920 1640 12341 13176 21903 30391 41950 44683 46979
1447927,20395
1040536,4920 9076 9932 13083 15290 17316 18534 23687 24852 33129 36070 37131 38544 43641 47209 49517
1870001,4605 22959 24964 30391 46979 47766
911574,2091 4957 5876 7308 8277 9934 10070 10749 13646 17948 18362 18583 20119 20632 21137 21709 22825 24082 26937 27966 28670 29405 30727 33787 34608 34668 37067 40604 41213 44632 44910 45570
3274632,1463 27086 42450
2366099,9839 13166 30561 45007 49235
999231,1729 49235
2233405,432 1158 17638 17948 21709 21903 24489 24852 26369 27104 27548 27845 35221 38739 44632
3342362,8087 13176 21903 38689 42585 45007 47766
3274093,3376 13176 21903 22935 24184 27104 34969 39928 39958 47209
823549,1618 10753 14126 17160 20995 22963 24561 24852 30015 39190 43182 46049 46616
517879,1408 2536 5819 6724 10374 12333 16797 24852 40338 48031
682099,22362 46061 48812
2574462,5441 18078 26209 33198 33401 33754 35221 37782 47766
1430965,17704
1149958,6022 6801 18171 27360 42731
987485,6724 9558 12683 12919 25495 32331 33007 37052 37776 38185 46817 48626 49235
1826934,4573 11576 24561 33198
858049,21903 39001
1759597,10114
3214287,3090 5785 12341 14891 16797 20119 26620 32740 35221 39947 40063 43154 44632 46485 46820
162998,21267 30489
2986425,5785 26106 42356
603732,7156 11520 17352 18465 21267 27845 28476 30489 33000 34214 41065 41238 42828 46979 47042 47766
2007303,5422 17341 24838
1595950,13176 21903 24535 28476 43394
3085105,1744 8424 16797 21903 28985 36856 38750 42585 47626
1269397,33787 47087 47626
2899027,945 20639 24852 38511 40228 46203
83611,44799
928831,895 2748 5785 10749 17630 18465 21137 21903 24852 27966 38159 39128 39275 43295 44008 44310
237961,13176
2823126,19348 21903 22935 23543 24852 47626
3272348,311 13176 14999 22959 27966
2853920,4605 5450 10082 13176 17794 21841 21903 24852 29487 30489 38273 39408 41588 44683 47144 47626 49683
1003031,432 24852 28199 28204 34067 37220 39180 42828 47626
75802,5770
2917095,6104 24852 27845
1476315,11520 13176 16589 20583 24964 28985 39877 41950 46667
1549078,11140 12409 14233 14371 23288 25837 27729 28289 40251 43712 46676 49235
62566,5612 7054 8021 8424 9567 12409 14996 17581 17794 24267 24852 24964 28127 35547 37825 42585 44628 46667 47626 47893
55347,4210 13176 19604 27246 28199 31981 37552 38620 42562 47144
379734,3616 4317 7644 11977 16338 16696 24382 26384 31766 33452 36274 44142 47152 47601 49139
1020124,5385 24852 32915 47799
1159061,8311 20119 21137 21903 40604
3245558,432 2639 6182 7533 13250 14493 24852 26924 28083 33791 35921 39993 40332 42372 43295 45066 47114
1093361,5258 9387 13097 13176 18292 19660 30214 35053 40120
978492,8251 18880 19006 24184 24385 24799 24964 28465 34126 36865 37687 38322 40268 44632 46990
2063269,13176 19660 22610 38928
918684,30776 39877 41149
1871118,6184 13176 31759 43154
1487655,21573
1308941,8193 8412 24852 31292 36117 41375 47144 47766
2470105,2855 3583 4792 9825 13176 19022 19057 21137 22963 23579 30776
638987,11520 13176 17794 21137 30962 34126 38689 48364
2952902,12614 21405 24852
2649717,2120 12013 46088
1393834,13176 30489 36550 40742 46676 47766
2151651,9387 13176 49235
617635,15130 16797 19068 24852 25146 28204 29615 41787 47766 49683
1824026,8277 16174 18610 34012 39190 40789 49086
1627040,5479 9036 11123 11913 19982 21903 24852 26604 31231 40545 47780
1499048,19660
2554295,9550 11707 21137 21386 25931 27966 30489 31553 40723
234355,1776 2966 5371 9018 10492 17063 17789 20280 21278 26604 27344 29603 32030 33626 39475 41716 48002
345791,5025 16959 25584 28842 29921 37374 43565
426712,8571 10473 12341 16797 30450
676737,895 17630 38689
2908644,3318 11777 13176 13517 21137 24830 27511 27966 31127 36559 39670 40576 45445 46979
1232314,5653 10341 13176 16897 18234 21384 25396 36988 44359 44632 47766
3328654,790 11408 20824 24852 28842 30247 31215 33127
2209054,8228 15424
516144,264 6846 8277 33122 38726 40935
2122003,6347 23236 28934
2520730,691 8087 8490 11937 20114 24852 30489 31040 43662 46654 47626 47766
1199343,32923 35561
2642596,6184 8048 12341 12899 13176
2944150,13176 16262 29095 30849 47766
560195,2962
2915764,4962 6361 6532 17630 18465 19677 20574 24852 27086 27690 46979 47626 49683
1636830,9076 12341 21137 24852 25824 26604 28985 39275 47626
1067448,8518 12341 13176 23102 27845 30391 31717 41950 41960 47209
1942998,287 2537 4605 20682 38747 38797 40199
2354265,27845 37594
2165181,4269 13166 21903 29447 44632 44910 47042 47766 49235
2516705,13176 17794 21405 23909 24964 25890 26209 27086 34050 39558 44795 44949 47766
2795387,31945 36011 37971
2286460,6184 10326 17313 21137 25133 39275
2802571,4098 14852 14858 16083 19057 32478 34128 48104 49236
50819,419 5068 6953 8677 9547 9963 15555 16059 18767 19766 19977 21091 24852 25380 26510 26636 27065 29735 30863 31981 34456 34543 36658 37611 40292 40310 40572 42450 42460 43013 44486 44548 46802 47112 47529
639937,19340 47977
1830024,9689 13870 17044 24838 39146
606253,22035 37665 44828
77136,8627 18070 19660 35767 47943
990609,2457 43352 43739
210239,5785 13176 17794 25931 30489 34358 43295 45007 45066 47209
2848756,8048 8571 9839 10326 13176 15772 16797 21137 39275 43352
1936060,2350 10528 42460 46012
1005933,18389 27845
2074509,13575
2173517,8174 13176 30494 33198 36724 47209
654192,3990 5001 34668 39203 45224
1422878,34586 39002
3330013,12392
2887089,2086 2386 2643 3717 4920 11068 13702 19449 28204 41519 42450 49235
2155031,7948 9020 13249 21903 24852 27086 30489 44570
1808196,16557 17279 28465 36316 36603
1991607,13176 21137 21709 23233 24852 26209 27966 29447 30233 35221 39527 44632
860894,6865 7992 8193 14147 15120 19213 19348 19863 23549 24777 25132 28553 32833 33184 35163 36115 38448
2435857,47209
3093330,13176 27104 30442 31040 38689
615421,258 2611 2966 4269 6187 6656 7521 8186 8277 8518 8859 11512 12392 21137 21162 21903 22969 24320 24838 26738 27392 28420 31215 34209 39275 40706 42719 43122 43662 43875 44632 46069 47209 49247
2318140,13292 17803 19348 24852 35756
1957446,1700 4756 5194 6287 8736 13554 23953 24852 26738 27951 43154 44632 45636 48559
2650609,196 19691 32478
206807,12614 13176 17872 21903 24964 25340 27845 33463 35547 35939 36766
2677373,9736 24852 27086 28309 29987 44966
80809,8277 13176 17191 17794 27521 27966 30885 34658 44632 47209
2516909,432 5120 5450 7398 16282 17027 21137 24852 30489 33731 38944
961872,8518 24799
446971,5251 8277 13176 17461 21137 21903 24852 32864 38689 47209
1606578,432 16797 17668 20114 26209 40777 49683
2717124,1559 1749 5876 10504 10603 13176 13351 16185 16797 18418 21137 21616 21938 25931 27845 31683 32429 33575 33593 39108 41290 43394 48857
1413711,12993 24852 33237
2899193,4047 6286 8590 8859 16696 24186 24852 26885 44799
1656937,1374 3849 8277 13176 21137 21616 21709 21903 22935 25138 27845 27966 29752 31640 35042 36127 40174 43768
1317141,6347 13176 14014 26949 27966 30494 31915 35951
1204205,4605 9825 12383 13176 14678 21137 21903 24964 27521 33731 38689 47766
1144940,5450 9076 11777 17027 22935 24964 26209 30489 43050 43772 44560 44632 47144
2744674,7380 42450 46842 48348
1290716,36603
3134426,23102 24852 27179 28931 49517
2926398,15604 24838 27845 45948 49075
2599896,19660
1982643,1559 7781 18926 19156 21603 22124 24852 26620 42265 45066
1559667,329 2228 4960 5479 13176 13802 13838 14575 16869 16902 17794 18531 21137 21616 21903 22935 24561 25747 28590 28985 30391 31717 34163 35750 37357 41165 42796 42803 42828 44359 45007 45356 47209 47601
2233585,8762 14147 21288 21410 24852 28881 29346 39394 41729
1979656,12743 13884 19863 27246
3122166,10957 38459
1520503,2295 4962 7035 7781 9595 10132 10831 13176 14678 19354 19659 20995 21137 21903 22908 24852 26790 28123 28590 29387 30284 35108 37718 38544 39275 40174 42110 42736 44632 45066 45866 48679
1422762,10957 11331 12606 17342 21100 22915 36259 39277 42659
226631,35951 42450 47766
2990143,5959 7493 17758 20345 20900 46175
1039214,16277 17008 19003 26384 31562 35124 39408 43209 44085 44570 48657
1454191,4462 5250 10551 11187 11688 12858 13176 14084 20119 22035 26620 33716 44238 49191
1511138,5782 17966 19173 19348 26165
2684121,1577 11212 12060 12820 13176 21527 30326 35050 37646 39928 44557
3388690,4947 5876 10749 11440 13198 18465 20345 21137 27156 27845 27966 28535 31636 49683
2223300,2086 6187 8021 8277 11781 13176 17284 23054 24253 25332 31533 32170 35951 40706 45570 47209
1424621,21872 27845 34126 35986 37119
42316,1581 1852 3990 4635 5038 7837 11827 12817 12916 21133 23734 23909 24852 32211 32222 33178 38185 40670 42093 42252 42356 46041 46307 48805 49141
2372415,4945 9808 9839 17949 20995 21137 21903 22035 26768 26856 28820 31258 33000 34197 35887 37646 38662 38730 39475 44422 47154 48679 49235
2115247,4920 5782 22122 24852 27429 31215 34745 37654 39408 45867
2729767,196 48142
894180,287 2512 6631 20114 20919 24852 28842 39275 39993 44142
1757055,4957 21709 22124 24852 27086 28204 33754 33787 35221 44632 47766
2618119,4605 5250 10551 11688 19048 21903 24267 24852 25659 25890 28934 35951 38293 44142 47766
1889475,20463
2854901,1112 28309 32486
3018982,1831 2639 6069 12919 17122 22021 23296 31964 33548 33791 37776 42372 46817 47977 49520
2412419,2086 9065 13176 14702 16874 17600 22491 24852 28849 33705 34394 35078 35628 38313 38689 39578 43961 45066 45535 49519
2702131,7120 15872 19057 21137 22124 22952 29307 41844 43504 46654
1628393,3374 8424 19977 22309 23888 27450 41238 46738 47941
2056629,7130 8859 44514 45007 47626
5095,1117 6867 14648 16223 24852 29615 32566 38200 44680 45061 47660
610805,432 2559 4605 26620 28204 37564
2904957,2611 2966 9666 13113 13176 13740 20899 22963 35914 43772 44632 45066 49610
2235331,3765 47766
1169638,13198 20842 22935 45819
349823,29944 31927 34034 43086
2850847,18234 42557 43086 45007
2292998,1463 2855 3843 4605 4920 5450 9018 11712 11777 14633 16856 17758 17794 17915 24964 31215 42736 45066
172469,10070 13166 34270
1402222,26714
2435277,4210 16797 24852 30489
476231,4871 26914 30756 33846 36482 37274 37496 41230 42719 48626
1333630,5876 7503 8955 10385 10749 13176 14947 19057 21903 34126 38490 43122 44359 48775
3033495,9076 13176 19057 20754 21137 27845 27966 35221 39928 42244 43122 44632 44910 47209
839201,19111 24489 24852
2422520,7337 13733 41290 44570
3360714,8277 14199 16083 19478 21137 22935 27845 47734 48857
2870520,13176 32403 36011 44910 46654
1418068,47626 49683
1450752,30774 33731 34262
2498280,16797 31553 32211 38511 44290
2620363,2298 4428 5077 5699 8475 23020 23322 26006 26184 27325 27554 31018 33787 40571 45613
951919,2054 5918 20082 41665
2119774,19678 22935 24964 26209 27845 31717 46667 47626
2972246,6774 11512 13166 24852 27730 27966 41198 49235
3151412,2855 6348 8012 13083 13176 13870 17948 20899 21137 21903 22825 27156 37724 38689 43988
1069716,3721 7693 12576 30353 41682 44632
1283469,21137 21387 24160
25068,3957 21903 24852 28985 47766 48957
2704338,11782 21376 26165 27966 31766
939763,15503 17794 18883 20061 24830 24852 26209 26604 28476 28842 35535 40545 40706 40761 44359 44393 45104 46667
1093649,8571 10509 13176 14114 15772 20518 31759 35561 37710 41400 44853
3195083,6286 15424 39581
3387541,11759 20345
3284984,1689 5042 14992 19584 27966 29646 37646 43279
286219,2552 4605 11182 11520 19820 24852 34243 42585 44632 47209
789244,1217 5025 6740 24852 31654 34915 35221 38799 46514
808649,6532 17461 21137 22935 37727 38544 38777 43442 45504 47209 47601
652349,32156
2891486,2611 4799 7051 21137 21903 23025 27423 27845 37067 49235
2216331,20114 24964 47766
1669812,12013 13828 34005
2312040,13176 16262 25718 42828
366587,196 43739
1028017,25706
1193357,5450 5456 9387 13176 21903 24852 27086 27695 39299 41220 43961
472861,18027 21903 24852 25659 26209 27104 32139 34243 40174 41950 42265 47209 47626 47766
1659266,31036
2062555,8523 11488 47141
3373646,1511 13292 16797 21616 31915 39928
3281206,21709 35221 44632
1162564,48762
2782761,2780 2962 5769 7806 13517 16616 18523 19821 21903 24852 27086 30442 35417 38693 45007 45066 46802
2693250,2846 8518 10749 13176 15937 17794 20114 21903 26209 27104 34358 34969 39877 44359 46294 47626
1992036,19156 28044 45066
3252583,9675 21137 36646 43394
1288412,5876 17316 19678 21137 27966 31100 32689 34243
2607494,1432 3952 6184 9122 10768 17553 21137 27113 29852 34969 39275 44949
1882400,3457 27845 42265
1913727,12916 34789 42627
789907,3675 39280 42240
2268609,26940 27104 45007
2916762,49 5212 5380 6361 16617 18727 24852 25305 25718 26209 26604 31663 31717 40310 43295 46321 47626
3171142,12980 20574 24852 49235
807600,329 5144 7676 17622 21137 26165 44632 49439
2459597,8048 10326 16797 43154
2632960,3873
1051925,21019 21903 24952 28842 29487 34050 47766
3201747,35461 42342
3209211,2002 18926 21616 40706 41588
2076662,6184 13575 16797 19660 19828 21288 22362 26348 30591 32303 37710 41400 41787 43352 46061
2721045,1158 5337 6104 9076 17794 21137 21903 22935 24852 24964 25659 26209 27845 28204 28849 42585 42768 46802 47209 47626 47766 48679
1683998,25705
1149267,10957 15780 24368 28550 30958
904288,14766 21903 24235 24852 47626
2378759,432 5212 11182 18465 20842 24489 24852 26209 27104 28849 28985 34358 34590 40706 47626 47766 49683
2966529,8859 9558
229565,4145 6287 6489 16823 21137 24082 24489 24838 25890 27086 28985 47209
2757616,4952 5487
1708731,13287 15902 31394 33016
3111134,432 3020 5077 5212 11777 13176 15613 20842 21137 22298 22963 24964 29447 31634 33198 41665 44560 45007 45066 47719 47766 49235
1859098,196 9358 21386 32478 43352
231340,5479 22935 24852 25466 26209 47209
2475165,2966 9839 12545 21903 24852 27845 38164
3035219,1160 16703 24852 26209 28842 31808 34050 34234 43568
1363640,17461 21903 23322 26209 33690 40723 44570 47766
62089,22166 25469 38948 48667
2741197,13176 31404 39928
761640,196 3298 8525 13176 18023 32478
1946130,22115 24852 26209 30489 44632 45603
2047528,5782 6884 14897 24852 35378 41591
1201777,9385 16797 26604 47652
2226970,10892 13740 16014 23102 24852 27429 29471 30509 37262 38747 39282 43115
2619447,13176 14992 15872 17461 17794 19678 21903 22935 24082 28985 35921 35951 38293 39475 41149 42863 42944 45007 47209 48679
371664,13909 16900 41373 45007
2774799,4920 16797 17530 20738 21903 22474 23029 24561 24852 24964 27845 33731 44310 46916 46969
756581,14715 16283 22900 23452 37317
1690669,17924 22610
1720572,8277 9138 13176 14084 18564 21903 22474 28597 34866 36011 40541 43961 47209
880311,1443 6361 11512 17021 19057 21137 21903 42265 43394 45630 47209 48186 49075
1757256,8048 9387 20345 38768
404874,196 22802 23288
2493223,13176 21137 21903 39275 43352
2741277,4472 7120 13176 21872 24221 30885 32665 34044 38490 46049 47780 48364
3047763,39910
552571,5785 16797
790854,4920 5449 13176 13712 14947 20119 21607 21616 23375 24964 27521 28204 28745 30233 34262 35951 38293 38558 40063 44632 47766 49235 49683
1747951,5450 24852
2154317,27845 49683
1287178,9434 17207
1686216,2716 18465 24852 28745 32981 47229
3074239,2855 8277 17794 22935 30391 30489 32553 44008 44910 47209
3390919,2086 4605 4957 13198 21903 24852 26790 27845 33754 37687
2278844,4357 8574 10036 12020 12144 12754 13176 17622 21137 23430 26082 27023 32743 39877 40632 43394 44548 44632
2431570,4724 8048 11365 12078 12341 30827 32403
1716290,8518 9092 17794 21616 21709 22935 23178 26620 31371 34358 38996 47626 47766
2450196,5876 27744 36929
1261307,12341 24852 41177 44632
340894,3957 13176 19239 29869 30391 33731 35321 39877 42106 44632 45007
1189472,10315 34530 38164
1181851,6962 21137 21267 27392 27845 30391 47823
3311545,329 11520 13176 22935
1942795,3066 3407 11073 21230 34069 35946 48726 48775
1937748,9422 36685 43961 45681 47144
964653,23634 43086
1561668,5077 23637 31717
660284,5876 10189 22935 24964 31717 37687 46667
1897701,23341 24852 36856
3066615,12078 12341 21573 31805 38768
2581881,432 13955 27307 31981 36316 45954 48527
1913891,10702 29373
253663,5692 16797 17795 18037 21903 23959 24852 25630 31459 36493 39411 42307 42828 47626 47766
1631638,1148 9838 16696 18987 36443 41406
2853087,1202 16797 17461 21137 21903 24184 24852 26604 28156 28289 34969 37646 43014 43122 44449 45007 46584 47209 49683
3140760,2770 10673 14861 25691 26924 42460 44342
1489357,15200 32689
2670286,25075 33313 33614 38729 41290
641536,27845 33279
1935178,2536 2629 4210 22053
3245787,1194 1536 3665 4952 8898 10084 11123 12708 13263 16874 17303 23413 27793 29615 29698 30132 33138 33894 41290 42733 47993 49587
2081471,19057 21616 29071 40001 42265 47734
